Абадана,Абадану,Абадана,Абаданом,об Абадане,в Абадане,ЕдинМуж
Лоса-Льяноса,Лосу-Льяносу,Лос-Льянос,Лосом-Льяносом,о Лосе-Льяносе,в Лосе-Льяносе,ЕдинМуж,Лосы-Льяносы,Лосов-Льяносов,Лосам-Льяносам,Лосы-Льяносы,Лосами-Льяносами,о Лосах-Льяносах,в Лосах-Льяносах
Албенги,Албенге,Албенгу,Албенгой,об Албенге,в Албенге,ЕдинЖен,Албенги,Албенг,Албенгам,Албенг,Албенгами,об Албенгах,в Албенгах
Альберта-Ли,Альберту-Ли,Альберта-Ли,Альбертом-Ли,об Альберте-Ли,в Альберте-Ли,ЕдинМуж,Альберты-Ли,Альбертов-Ли,Альбертам-Ли,Альбертов-Ли,Альбертами-Ли,об Альбертах-Ли,в Альбертах-Ли
Аальборга,Аальборгу,Аальборг,Аальборгом,об Аальборге,в Аальборге,ЕдинМуж,Аальборги,Аальборгов,Аальборгам,Аальборги,Аальборгами,об Аальборгах,в Аальборгах
Альбукерке,Альбукерке,Альбукерке,Альбукерке,об Альбукерке,в Альбукерке,ЕдинЖен,Альбукерке,Альбукерке,Альбукерке,Альбукерке,Альбукерке,об Альбукерке,в Альбукерке
Фертилии,Фертилии,Фертилию,Фертилией,о Фертилии,в Фертилии,ЕдинЖен,Фертилии,Фертилий,Фертилиям,Фертилий,Фертилиями,о Фертилиях,в Фертилиях
Альгекираса,Альгекирасу,Альгекираса,Альгекирасом,об Альгекирасе,в Альгекирасе,ЕдинМуж,Альгекирасы,Альгекирасов,Альгекирасам,Альгекирасов,Альгекирасами,об Альгекирасах,в Альгекирасах
Альмы,Альме,Альму,Альмой,об Альме,в Альме,ЕдинЖен
Альмерии,Альмерии,Альмерию,Альмерией,об Альмерии,в Альмерии,ЕдинЖен,Альмерии,Альмерий,Альмериям,Альмерии,Альмериями,об Альмериях,в Альмериях
Альпайна,Альпайну,Альпайн,Альпайном,об Альпайне,в Альпайне,ЕдинМуж,Альпайны,Альпайнов,Альпайнам,Альпайны,Альпайнами,об Альпайнах,в Альпайнах
Каунти Риджинал,Каунти Риджинал,Каунти Риджинал,Каунти Риджинал,о Каунти Риджинал,в Каунти Риджинал,ЕдинЖен,Каунти Риджинал,Каунти Риджинал,Каунти Риджинал,Каунти Риджинал,Каунти Риджинал,о Каунти Риджинал,в Каунти Риджинал
Алтамиры,Алтамире,Алтамиру,Алтамирой,об Алтамире,в Алтамире,ЕдинЖен,Алтамиры,Алтамир,Алтамирам,Алтамир,Алтамирами,об Алтамирах,в Алтамирах
Альтенбурга Нобиц,Альтенбургу Нобиц,Альтенбург Нобиц,Альтенбургом Нобиц,об Альтенбурге Нобиц,в Альтенбурге Нобиц,ЕдинМуж,Альтенбурги Нобиц,Альтенбургов Нобиц,Альтенбургам Нобиц,Альтенбурги Нобиц,Альтенбургами Нобиц,об Альтенбургах Нобиц,в Альтенбургах Нобиц
Алтеррейна,Алтеррейну,Алтеррейна,Алтеррейном,об Алтеррейне,в Алтеррейне,ЕдинМуж,Алтеррейны,Алтеррейнов,Алтеррейнам,Алтеррейнов,Алтеррейнами,об Алтеррейнах,в Алтеррейнах
Алтуса Мунисипал,Алтусу Мунисипал,Алтуса Мунисипал,Алтусом Мунисипал,об Алтусе Мунисипал,в Алтусе Мунисипал,ЕдинМуж,Алтусы Мунисипал,Алтусов Мунисипал,Алтусам Мунисипал,Алтусов Мунисипал,Алтусами Мунисипал,об Алтусах Мунисипал,в Алтусах Мунисипал
Шарифа-Аль-Идрисса,Шарифу-Аль-Идриссу,Шарифа-Аль-Идрисса,Шарифом-Аль-Идриссом,о Шарифе-Аль-Идриссе,в Шарифе-Аль-Идриссе,ЕдинМуж,Шарифы-Аль-Идриссы,Шарифов-Аль-Идриссов,Шарифам-Аль-Идриссам,Шарифов-Аль-Идриссов,Шарифами-Аль-Идриссами,о Шарифах-Аль-Идриссах,в Шарифах-Аль-Идриссах
Амами-О-Симы,Амами-О-Симе,Амами-О-Симу,Амами-О-Симой,об Амами-О-Симе,в Амами-О-Симе,ЕдинМуж,Амами-О-Симы,Амами-О-Сим,Амами-О-Симам,Амами-О-Сим,Амами-О-Симами,об Амами-О-Симах,в Амами-О-Симах
Амарилло Интернешнл,Амарилло Интернешнл,Амарилло Интернешнл,Амарилло Интернешнл,об Амарилло Интернешнл,в Амарилло Интернешнл,ЕдинМуж,Амарилло Интернешнл,Амарилло Интернешнл,Амарилло Интернешнл,Амарилло Интернешнл,Амарилло Интернешнл,об Амарилло Интернешнл,в Амарилло Интернешнл
Трейдвинда,Трейдвинду,Трейдвинд,Трейдвиндом,о Трейдвинде,в Трейдвинде,ЕдинМуж,Трейдвинды,Трейдвиндов,Трейдвиндам,Трейдвинды,Трейдвиндами,о Трейдвиндах,в Трейдвиндах
Амахаев,Амахаям,Амахаи,Амахаями,об Амахаях,в Амахаях,Множ
Амблера,Амблеру,Амблер,Амблером,об Амблере,в Амблере,ЕдинМуж,Амблеры,Амблеров,Амблерам,Амблеры,Амблерами,об Амблерах,в Амблерах
Паттимуры,Паттимуре,Паттимуру,Паттимурой,о Паттимуре,в Паттимуре,ЕдинЖен,Паттимуры,Паттимур,Паттимурам,Паттимуры,Паттимурами,о Паттимурах,в Паттимурах
Амеса,Амесу,Амеса,Амесом,об Амесе,в Амесе,ЕдинМуж,Амесы,Амесов,Амесам,Амесов,Амесами,об Амесах,в Амесах
Сивила Марка,Сивилу Марка,Сивила Марка,Сивилом Марка,о Сивиле Марка,в Сивиле Марка,ЕдинМуж,Сивилы Марка,Сивилов Марка,Сивилам Марка,Сивилов Марка,Сивилами Марка,о Сивилах Марка,в Сивилах Марка
Квин Алии,Квин Алие,Квин Алию,Квин Алиёй,о Квин Алие,в Квин Алие,ЕдинЖен
Программа не может просклонять это словосочетание.
Раджи Санси,Радже Санси,Раджу Санси,Раджей Санси,о Радже Санси,в Радже Санси,ЕдинМуж,Раджи Санси,Раджей Санси,Раджам Санси,Раджей Санси,Раджами Санси,о Раджах Санси,в Раджах Санси
Схипхла,Схипхлу,Схипхол,Схипхлом,о Схипхле,в Схипхле,ЕдинМуж,Схипхлы,Схипхлов,Схипхлам,Схипхлы,Схипхлами,о Схипхлах,в Схипхлах
Анадыря,Анадырю,Анадырь,Анадырем,об Анадыре,в Анадыре,ЕдинМуж,Анадыри,Анадырей,Анадырям,Анадыри,Анадырями,об Анадырях,в Анадырях
Анакортеса,Анакортесу,Анакортеса,Анакортесом,об Анакортесе,в Анакортесе,ЕдинМуж,Анакортесы,Анакортесов,Анакортесам,Анакортесов,Анакортесами,об Анакортесах,в Анакортесах
Анапы,Анапе,Анапу,Анапой,об Анапе,в Анапе,ЕдинЖен,Анапы,Анап,Анапам,Анапы,Анапами,об Анапах,в Анапах
Анаполиса,Анаполису,Анаполис,Анаполисом,об Анаполисе,в Анаполисе,ЕдинМуж,Анаполисы,Анаполисов,Анаполисам,Анаполисы,Анаполисами,об Анаполисах,в Анаполисах
Ангельхолма,Ангельхолму,Ангельхолм,Ангельхолмом,об Ангельхолме,в Ангельхолме,ЕдинМуж,Ангельхолмы,Ангельхолмов,Ангельхолмам,Ангельхолмы,Ангельхолмами,об Ангельхолмах,в Ангельхолмах
Марса,Марсу,Марс,Марсом,о Марсе,в Марсе,ЕдинМуж,Марсы,Марсов,Марсам,Марсы,Марсами,о Марсах,в Марсах
Бри-Шампньера,Бри-Шампньеру,Бри-Шампньер,Бри-Шампньером,о Бри-Шампньере,в Бри-Шампньере,ЕдинМуж,Бри-Шампньеры,Бри-Шампньеров,Бри-Шампньерам,Бри-Шампньеры,Бри-Шампньерами,о Бри-Шампньерах,в Бри-Шампньерах
Ангуна,Ангуну,Ангуна,Ангуном,об Ангуне,в Ангуне,ЕдинМуж,Ангуны,Ангунов,Ангунам,Ангунов,Ангунами,об Ангунах,в Ангунах
Анденеса,Анденесу,Анденеса,Анденесом,об Анденесе,в Анденесе,ЕдинМуж,Анденесы,Анденесов,Анденесам,Анденесов,Анденесами,об Анденесах,в Анденесах
Андерсона Мунисипала,Андерсону Мунисипалу,Андерсона Мунисипала,Андерсоном Мунисипалом,об Андерсоне Мунисипале,в Андерсоне Мунисипале,ЕдинМуж
Андерсона,Андерсону,Андерсона,Андерсоном,об Андерсоне,в Андерсоне,ЕдинМуж
Аниака,Аниаку,Аниак,Аниаком,об Аниаке,в Аниаке,ЕдинМуж,Аниаки,Аниаков,Аниакам,Аниаки,Аниаками,об Аниаках,в Аниаках
Этимесгута,Этимесгуту,Этимесгут,Этимесгутом,об Этимесгуте,в Этимесгуте,ЕдинМуж,Этимесгуты,Этимесгутов,Этимесгутам,Этимесгуты,Этимесгутами,об Этимесгутах,в Этимесгутах
Эсенбоги,Эсенбоге,Эсенбогу,Эсенбогой,об Эсенбоге,в Эсенбоге,ЕдинЖен,Эсенбоги,Эсенбог,Эсенбогам,Эсенбоги,Эсенбогами,об Эсенбогах,в Эсенбогах
Фалконары,Фалконаре,Фалконару,Фалконарой,о Фалконаре,в Фалконаре,ЕдинЖен,Фалконары,Фалконар,Фалконарам,Фалконар,Фалконарами,о Фалконарах,в Фалконарах
Анкориджа,Анкориджу,Анкоридж,Анкориджем,об Анкоридже,в Анкоридже,ЕдинМуж,Анкориджи,Анкориджей,Анкориджам,Анкориджи,Анкориджами,об Анкориджах,в Анкориджах
Меррила Филд,Меррилу Филд,Меррил Филд,Меррилом Филд,о Мерриле Филд,в Мерриле Филд,ЕдинМуж,Меррилы Филд,Меррилов Филд,Меррилам Филд,Меррилы Филд,Меррилами Филд,о Меррилах Филд,в Меррилах Филд
Леса-Салинеса,Лесу-Салинесу,Лес-Салинес,Лесом-Салинесом,о Лесе-Салинесе,в Лесу-Салинесе,ЕдинМуж,Леса-Салинесы,Лесов-Салинесов,Лесам-Салинесам,Леса-Салинесы,Лесами-Салинесами,о Лесах-Салинесах,в Лесах-Салинесах
Ли,Ли,Ли,Ли,о Ли,в Ли,ЕдинМуж
Анна-Арбора Мунисипал,Анну-Арбору Мунисипал,Анна-Арбора Мунисипал,Анном-Арбором Мунисипал,об Анне-Арборе Мунисипал,в Анне-Арборе Мунисипал,ЕдинМуж,Анны-Арборы Мунисипал,Аннов-Арборов Мунисипал,Аннам-Арборам Мунисипал,Аннов-Арборов Мунисипал,Аннами-Арборами Мунисипал,об Аннах-Арборах Мунисипал,в Аннах-Арборах Мунисипал
Мейта,Мейту,Мейта,Мейтом,о Мейте,в Мейте,ЕдинМуж,Мейты,Мейтов,Мейтам,Мейтов,Мейтами,о Мейтах,в Мейтах
Каунти,Каунти,Каунти,Каунти,о Каунти,в Каунти,ЕдинЖен,Каунти,Каунти,Каунти,Каунти,Каунти,о Каунти,в Каунти
Балтасаунда,Балтасаунду,Балтасаунд,Балтасаундом,о Балтасаунде,в Балтасаунде,ЕдинМуж,Балтасаунды,Балтасаундов,Балтасаундам,Балтасаунды,Балтасаундами,о Балтасаундах,в Балтасаундах
Антальи,Анталье,Анталью,Антальей,об Анталье,в Анталье,ЕдинЖен,Антальи,Анталий,Антальям,Анталий,Антальями,об Антальях,в Антальях
ВС Берда Интернешнла,ВС Берду Интернешнлу,ВС Берда Интернешнла,ВС Бердом Интернешнлом,о ВС Берде Интернешнле,в ВС Берде Интернешнле,ЕдинМуж
Серро Морено,Серро Морено,Серро Морено,Серро Морено,о Серро Морено,в Серро Морено,ЕдинСред,Серро Морено,Серро Морено,Серро Морено,Серро Морено,Серро Морено,о Серро Морено,в Серро Морено
Аньнина,Аньнину,Аньнина,Аньниным,об Аньнине,в Аньнине,ЕдинМуж
Аомори,Аомори,Аомори,Аомори,об Аомори,в Аомори,ЕдинМуж,Аомори,Аомори,Аомори,Аомори,Аомори,об Аомори,в Аомори
Коррадо Гекс,Коррадо Гекс,Коррадо Гекс,Коррадо Гекс,о Коррадо Гекс,в Коррадо Гекс,ЕдинСред,Коррадо Гекс,Коррадо Гекс,Коррадо Гекс,Коррадо Гекс,Коррадо Гекс,о Коррадо Гекс,в Коррадо Гекс
Апалачиколы Мунисипал,Апалачиколе Мунисипал,Апалачиколу Мунисипал,Апалачиколой Мунисипал,об Апалачиколе Мунисипал,в Апалачиколе Мунисипал,ЕдинЖен,Апалачиколы Мунисипал,Апалачикол Мунисипал,Апалачиколам Мунисипал,Апалачиколы Мунисипал,Апалачиколами Мунисипал,об Апалачиколах Мунисипал,в Апалачиколах Мунисипал
Апартада,Апартаду,Апартадо,Апартадом,об Апартаде,в Апартаде,ЕдинСред,Апартада,Апартад,Апартадам,Апартада,Апартадами,об Апартадах,в Апартадах
Апацингана,Апацингану,Апацингана,Апацинганом,об Апацингане,в Апацингане,ЕдинМуж,Апацинганы,Апацинганов,Апацинганам,Апацинганов,Апацинганами,об Апацинганах,в Апацинганах
Фалеоло,Фалеоло,Фалеоло,Фалеоло,о Фалеоло,в Фалеоло,ЕдинМуж,Фалеоло,Фалеоло,Фалеоло,Фалеоло,Фалеоло,о Фалеоло,в Фалеоло
Фагали I,Фагали I,Фагали I,Фагали I,о Фагали I,в Фагали I,ЕдинМуж,Фагали I,Фагали I,Фагали I,Фагали I,Фагали I,о Фагали I,в Фагали I
